date,mode,note,percent_diff,category
2020-08-18,TfL Bus,"5,7",54,London public
2020-08-18,Bus excl. London,"6,8,9",43,Other public
2020-08-18,Cycling,"10,11",107,Cycling
2020-08-19,Cars,2,84,Cars
2020-08-19,Light Commercial Vehicles,2,95,Logistics
2020-08-19,Heavy Goods Vehicles,2,97,Logistics
2020-08-19,All motor vehicles,2,87,All motor vehicles
2020-08-19,National Rail,"3,4",33,Other public
2020-08-19,TfL Tube,5,30,London public
2020-08-19,TfL Bus,"5,7",51,London public
2020-08-19,Bus excl. London,"6,8,9",39,Other public
2020-08-19,Cycling,"10,11",82,Cycling
2020-08-20,Cars,2,89,Cars
2020-08-20,Light Commercial Vehicles,2,98,Logistics
2020-08-20,Heavy Goods Vehicles,2,98,Logistics
2020-08-20,All motor vehicles,2,92,All motor vehicles
2020-08-20,National Rail,"3,4",34,Other public
2020-08-20,TfL Tube,5,31,London public
2020-08-20,TfL Bus,"5,7",55.00000000000001,London public
2020-08-20,Bus excl. London,"6,8,9",43,Other public
2020-08-20,Cycling,"10,11",183,Cycling
2020-08-21,Cars,2,89,Cars
2020-08-21,Light Commercial Vehicles,2,96,Logistics
2020-08-21,Heavy Goods Vehicles,2,95,Logistics
2020-08-21,All motor vehicles,2,91,All motor vehicles
2020-08-21,National Rail,"3,4",34,Other public
2020-08-21,TfL Tube,5,32,London public
2020-08-21,TfL Bus,"5,7",54,London public
2020-08-21,Bus excl. London,"6,8,9",39,Other public
2020-08-21,Cycling,"10,11",62,Cycling
2020-08-22,Cars,2,97,Cars
2020-08-22,Light Commercial Vehicles,2,109.00000000000001,Logistics
2020-08-22,Heavy Goods Vehicles,2,108,Logistics
2020-08-22,All motor vehicles,2,99,All motor vehicles
2020-08-22,National Rail,"3,4",35,Other public
2020-08-22,TfL Tube,5,36,London public
2020-08-22,TfL Bus,"5,7",59,London public
2020-08-22,Bus excl. London,"6,8,9",48,Other public
2020-08-22,Cycling,"10,11",143,Cycling
2020-08-23,Cars,2,99,Cars
2020-08-23,Light Commercial Vehicles,2,114.99999999999999,Logistics
2020-08-23,Heavy Goods Vehicles,2,115.99999999999999,Logistics
2020-08-23,All motor vehicles,2,103,All motor vehicles
2020-08-23,National Rail,"3,4",36,Other public
2020-08-23,TfL Tube,5,35,London public
2020-08-23,TfL Bus,"5,7",57.99999999999999,London public
2020-08-23,Bus excl. London,"6,8,9",51,Other public
2020-08-23,Cycling,"10,11",166,Cycling
2020-08-24,Cars,2,92,Cars
2020-08-24,Light Commercial Vehicles,2,102,Logistics
2020-08-24,Heavy Goods Vehicles,2,99,Logistics
2020-08-24,All motor vehicles,2,94,All motor vehicles
2020-08-24,National Rail,"3,4",40,Other public
2020-08-24,TfL Tube,5,32,London public
2020-08-24,TfL Bus,"5,7",56.99999999999999,London public
2020-08-24,Bus excl. London,"6,8,9",45,Other public
2020-08-24,Cycling,"10,11",113.99999999999999,Cycling
2020-08-25,Cars,2,82,Cars
2020-08-25,Light Commercial Vehicles,2,93,Logistics
2020-08-25,Heavy Goods Vehicles,2,95,Logistics
2020-08-25,All motor vehicles,2,85,All motor vehicles
2020-08-25,National Rail,"3,4",38,Other public
2020-08-25,TfL Tube,5,35,London public
2020-08-25,TfL Bus,"5,7",56.00000000000001,London public
2020-08-25,Bus excl. London,"6,8,9",38,Other public
2020-08-25,Cycling,"10,11",44,Cycling
2020-08-26,Cars,2,90,Cars
2020-08-26,Light Commercial Vehicles,2,100,Logistics
2020-08-26,Heavy Goods Vehicles,2,99,Logistics
2020-08-26,All motor vehicles,2,93,All motor vehicles
2020-08-26,National Rail,"3,4",38,Other public
2020-08-26,TfL Tube,5,36,London public
2020-08-26,TfL Bus,"5,7",57.99999999999999,London public
2020-08-26,Bus excl. London,"6,8,9",44,Other public
2020-08-26,Cycling,"10,11",121,Cycling
2020-08-27,Cars,2,87,Cars
2020-08-27,Light Commercial Vehicles,2,96,Logistics
2020-08-27,Heavy Goods Vehicles,2,98,Logistics
2020-08-27,All motor vehicles,2,89,All motor vehicles
2020-08-27,National Rail,"3,4",38,Other public
2020-08-27,TfL Tube,5,32,London public
2020-08-27,TfL Bus,"5,7",53,London public
2020-08-27,Bus excl. London,"6,8,9",41,Other public
2020-08-27,Cycling,"10,11",94,Cycling
2020-08-28,Cars,2,92,Cars
2020-08-28,Light Commercial Vehicles,2,98,Logistics
2020-08-28,Heavy Goods Vehicles,2,97,Logistics
2020-08-28,All motor vehicles,2,93,All motor vehicles
2020-08-28,National Rail,"3,4",38,Other public
2020-08-28,TfL Tube,5,34,London public
2020-08-28,TfL Bus,"5,7",55.00000000000001,London public
2020-08-28,Bus excl. London,"6,8,9",43,Other public
2020-08-28,Cycling,"10,11",66,Cycling
2020-08-29,Cars,2,98,Cars
2020-08-29,Light Commercial Vehicles,2,109.00000000000001,Logistics
2020-08-29,Heavy Goods Vehicles,2,107,Logistics
2020-08-29,All motor vehicles,2,101,All motor vehicles
2020-08-29,National Rail,"3,4",38,Other public
2020-08-29,TfL Tube,5,42,London public
2020-08-29,TfL Bus,"5,7",61,London public
2020-08-29,Bus excl. London,"6,8,9",53,Other public
2020-08-29,Cycling,"10,11",133,Cycling
2020-08-30,Cars,2,102,Cars
2020-08-30,Light Commercial Vehicles,2,115.99999999999999,Logistics
2020-08-30,Heavy Goods Vehicles,2,107,Logistics
2020-08-30,All motor vehicles,2,105,All motor vehicles
2020-08-30,National Rail,"3,4",38,Other public
2020-08-30,TfL Tube,5,39,London public
2020-08-30,TfL Bus,"5,7",59,London public
2020-08-30,Bus excl. London,"6,8,9",59,Other public
2020-08-30,Cycling,"10,11",177,Cycling
2020-08-31,Cars,2,86,Cars
2020-08-31,Light Commercial Vehicles,2,74,Logistics
2020-08-31,Heavy Goods Vehicles,2,46,Logistics
2020-08-31,All motor vehicles,2,82,All motor vehicles
2020-08-31,National Rail,"3,4",32,Other public
2020-08-31,TfL Tube,5,45,London public
2020-08-31,TfL Bus,"5,7",69,London public
2020-08-31,Bus excl. London,"6,8,9",54,Other public
2020-08-31,Cycling,"10,11",131,Cycling
2020-09-01,Cars,2,91,Cars
2020-09-01,Light Commercial Vehicles,2,101,Logistics
2020-09-01,Heavy Goods Vehicles,2,99,Logistics
2020-09-01,All motor vehicles,2,94,All motor vehicles
2020-09-01,National Rail,"3,4",35,Other public
2020-09-01,TfL Tube,5,33,London public
2020-09-01,TfL Bus,"5,7",54,London public
2020-09-01,Bus excl. London,"6,8,9",49,Other public
2020-09-01,Cycling,"10,11",114.99999999999999,Cycling
2020-09-02,Cars,2,87,Cars
2020-09-02,Light Commercial Vehicles,2,98,Logistics
2020-09-02,Heavy Goods Vehicles,2,103,Logistics
2020-09-02,All motor vehicles,2,90,All motor vehicles
2020-09-02,National Rail,"3,4",36,Other public
2020-09-02,TfL Tube,5,35,London public
2020-09-02,TfL Bus,"5,7",52,London public
2020-09-02,Bus excl. London,"6,8,9",44,Other public
2020-09-02,Cycling,"10,11",107,Cycling
2020-09-03,Cars,2,87,Cars
2020-09-03,Light Commercial Vehicles,2,97,Logistics
2020-09-03,Heavy Goods Vehicles,2,102,Logistics
2020-09-03,All motor vehicles,2,90,All motor vehicles
2020-09-03,National Rail,"3,4",37,Other public
2020-09-03,TfL Tube,5,33,London public
2020-09-03,TfL Bus,"5,7",53,London public
2020-09-03,Bus excl. London,"6,8,9",48,Other public
2020-09-03,Cycling,"10,11",125,Cycling
2020-09-04,Cars,2,93,Cars
2020-09-04,Light Commercial Vehicles,2,101,Logistics
2020-09-04,Heavy Goods Vehicles,2,102,Logistics
2020-09-04,All motor vehicles,2,95,All motor vehicles
2020-09-04,National Rail,"3,4",38,Other public
2020-09-04,TfL Tube,5,35,London public
2020-09-04,TfL Bus,"5,7",56.00000000000001,London public
2020-09-04,Bus excl. London,"6,8,9",50,Other public
2020-09-04,Cycling,"10,11",106,Cycling
2020-09-05,Cars,2,100,Cars
2020-09-05,Light Commercial Vehicles,2,112.99999999999999,Logistics
2020-09-05,Heavy Goods Vehicles,2,115.99999999999999,Logistics
2020-09-05,All motor vehicles,2,103,All motor vehicles
2020-09-05,National Rail,"3,4",38,Other public
2020-09-05,TfL Tube,5,42,London public
2020-09-05,TfL Bus,"5,7",61,London public
2020-09-05,Bus excl. London,"6,8,9",54,Other public
2020-09-05,Cycling,"10,11",175,Cycling
2020-09-06,Cars,2,101,Cars
2020-09-06,Light Commercial Vehicles,2,117,Logistics
2020-09-06,Heavy Goods Vehicles,2,120,Logistics
2020-09-06,All motor vehicles,2,104,All motor vehicles
2020-09-06,National Rail,"3,4",39,Other public
2020-09-06,TfL Tube,5,41,London public
2020-09-06,TfL Bus,"5,7",57.99999999999999,London public
2020-09-06,Bus excl. London,"6,8,9",56.00000000000001,Other public
2020-09-06,Cycling,"10,11",177,Cycling
2020-09-07,Cars,2,90,Cars
2020-09-07,Light Commercial Vehicles,2,103,Logistics
2020-09-07,Heavy Goods Vehicles,2,104,Logistics
2020-09-07,All motor vehicles,2,94,All motor vehicles
2020-09-07,National Rail,"3,4",43,Other public
2020-09-07,TfL Tube,5,34,London public
2020-09-07,TfL Bus,"5,7",57.99999999999999,London public
2020-09-07,Bus excl. London,"6,8,9",54,Other public
2020-09-07,Cycling,"10,11",99,Cycling
2020-09-08,Cars,2,88,Cars
2020-09-08,Light Commercial Vehicles,2,101,Logistics
2020-09-08,Heavy Goods Vehicles,2,104,Logistics
2020-09-08,All motor vehicles,2,92,All motor vehicles
2020-09-08,National Rail,"3,4",43,Other public
2020-09-08,TfL Tube,5,34,London public
2020-09-08,TfL Bus,"5,7",57.99999999999999,London public
2020-09-08,Bus excl. London,"6,8,9",56.99999999999999,Other public
2020-09-08,Cycling,"10,11",111.00000000000001,Cycling
2020-09-09,Cars,2,89,Cars
2020-09-09,Light Commercial Vehicles,2,102,Logistics
2020-09-09,Heavy Goods Vehicles,2,104,Logistics
2020-09-09,All motor vehicles,2,93,All motor vehicles
2020-09-09,National Rail,"3,4",43,Other public
2020-09-09,TfL Tube,5,35,London public
2020-09-09,TfL Bus,"5,7",57.99999999999999,London public
2020-09-09,Bus excl. London,"6,8,9",55.00000000000001,Other public
2020-09-09,Cycling,"10,11",142,Cycling
2020-09-10,Cars,2,89,Cars
2020-09-10,Light Commercial Vehicles,2,100,Logistics
2020-09-10,Heavy Goods Vehicles,2,102,Logistics
2020-09-10,All motor vehicles,2,92,All motor vehicles
2020-09-10,National Rail,"3,4",42,Other public
2020-09-10,TfL Tube,5,36,London public
2020-09-10,TfL Bus,"5,7",57.99999999999999,London public
2020-09-10,Bus excl. London,"6,8,9",56.99999999999999,Other public
2020-09-10,Cycling,"10,11",142,Cycling
2020-09-11,Cars,2,94,Cars
2020-09-11,Light Commercial Vehicles,2,103,Logistics
2020-09-11,Heavy Goods Vehicles,2,103,Logistics
2020-09-11,All motor vehicles,2,96,All motor vehicles
2020-09-11,National Rail,"3,4",42,Other public
2020-09-11,TfL Tube,5,37,London public
2020-09-11,TfL Bus,"5,7",59,London public
2020-09-11,Bus excl. London,"6,8,9",55.00000000000001,Other public
2020-09-11,Cycling,"10,11",99,Cycling
2020-09-12,Cars,2,98,Cars
2020-09-12,Light Commercial Vehicles,2,112.00000000000001,Logistics
2020-09-12,Heavy Goods Vehicles,2,112.99999999999999,Logistics
2020-09-12,All motor vehicles,2,101,All motor vehicles
2020-09-12,National Rail,"3,4",41,Other public
2020-09-12,TfL Tube,5,40,London public
2020-09-12,TfL Bus,"5,7",59,London public
2020-09-12,Bus excl. London,"6,8,9",54,Other public
2020-09-12,Cycling,"10,11",168,Cycling
2020-09-13,Cars,2,103,Cars
2020-09-13,Light Commercial Vehicles,2,121,Logistics
2020-09-13,Heavy Goods Vehicles,2,123,Logistics
2020-09-13,All motor vehicles,2,107,All motor vehicles
2020-09-13,National Rail,"3,4",41,Other public
2020-09-13,TfL Tube,5,40,London public
2020-09-13,TfL Bus,"5,7",59,London public
2020-09-13,Bus excl. London,"6,8,9",57.99999999999999,Other public
2020-09-13,Cycling,"10,11",195,Cycling
2020-09-14,Cars,2,93,Cars
2020-09-14,Light Commercial Vehicles,2,105,Logistics
2020-09-14,Heavy Goods Vehicles,2,105,Logistics
2020-09-14,All motor vehicles,2,97,All motor vehicles
2020-09-14,National Rail,"3,4",40,Other public
2020-09-14,TfL Tube,5,35,London public
2020-09-14,TfL Bus,"5,7",57.99999999999999,London public
2020-09-14,Bus excl. London,"6,8,9",57.99999999999999,Other public
2020-09-14,Cycling,"10,11",122,Cycling
2020-09-15,Cars,2,89,Cars
2020-09-15,Light Commercial Vehicles,2,102,Logistics
2020-09-15,Heavy Goods Vehicles,2,102,Logistics
2020-09-15,All motor vehicles,2,93,All motor vehicles
2020-09-15,National Rail,"3,4",40,Other public
2020-09-15,TfL Tube,5,34,London public
2020-09-15,TfL Bus,"5,7",56.99999999999999,London public
2020-09-15,Bus excl. London,"6,8,9",59,Other public
2020-09-15,Cycling,"10,11",117,Cycling
2020-09-16,Cars,2,89,Cars
2020-09-16,Light Commercial Vehicles,2,102,Logistics
2020-09-16,Heavy Goods Vehicles,2,105,Logistics
2020-09-16,All motor vehicles,2,93,All motor vehicles
2020-09-16,National Rail,"3,4",40,Other public
2020-09-16,TfL Tube,5,36,London public
2020-09-16,TfL Bus,"5,7",57.99999999999999,London public
2020-09-16,Bus excl. London,"6,8,9",56.00000000000001,Other public
2020-09-16,Cycling,"10,11",133,Cycling
2020-09-17,Cars,2,90,Cars
2020-09-17,Light Commercial Vehicles,2,100,Logistics
2020-09-17,Heavy Goods Vehicles,2,103,Logistics
2020-09-17,All motor vehicles,2,93,All motor vehicles
2020-09-17,National Rail,"3,4",39,Other public
2020-09-17,TfL Tube,5,35,London public
2020-09-17,TfL Bus,"5,7",57.99999999999999,London public
2020-09-17,Bus excl. London,"6,8,9",57.99999999999999,Other public
2020-09-17,Cycling,"10,11",154,Cycling
2020-09-18,Cars,2,95,Cars
2020-09-18,Light Commercial Vehicles,2,103,Logistics
2020-09-18,Heavy Goods Vehicles,2,103,Logistics
2020-09-18,All motor vehicles,2,97,All motor vehicles
2020-09-18,National Rail,"3,4",39,Other public
2020-09-18,TfL Tube,5,36,London public
2020-09-18,TfL Bus,"5,7",59,London public
2020-09-18,Bus excl. London,"6,8,9",56.99999999999999,Other public
2020-09-18,Cycling,"10,11",119,Cycling
2020-09-19,Cars,2,99,Cars
2020-09-19,Light Commercial Vehicles,2,113.99999999999999,Logistics
2020-09-19,Heavy Goods Vehicles,2,113.99999999999999,Logistics
2020-09-19,All motor vehicles,2,102,All motor vehicles
2020-09-19,National Rail,"3,4",39,Other public
2020-09-19,TfL Tube,5,42,London public
2020-09-19,TfL Bus,"5,7",57.99999999999999,London public
2020-09-19,Bus excl. London,"6,8,9",55.00000000000001,Other public
2020-09-19,Cycling,"10,11",167,Cycling
2020-09-20,Cars,2,102,Cars
2020-09-20,Light Commercial Vehicles,2,121,Logistics
2020-09-20,Heavy Goods Vehicles,2,125,Logistics
2020-09-20,All motor vehicles,2,106,All motor vehicles
2020-09-20,National Rail,"3,4",39,Other public
2020-09-20,TfL Tube,5,40,London public
2020-09-20,TfL Bus,"5,7",61,London public
2020-09-20,Bus excl. London,"6,8,9",59,Other public
2020-09-20,Cycling,"10,11",182,Cycling
2020-09-21,Cars,2,92,Cars
2020-09-21,Light Commercial Vehicles,2,105,Logistics
2020-09-21,Heavy Goods Vehicles,2,106,Logistics
2020-09-21,All motor vehicles,2,96,All motor vehicles
2020-09-21,National Rail,"3,4",39,Other public
2020-09-21,TfL Tube,5,35,London public
2020-09-21,TfL Bus,"5,7",57.99999999999999,London public
2020-09-21,Bus excl. London,"6,8,9",59,Other public
2020-09-21,Cycling,"10,11",125,Cycling
2020-09-22,Cars,2,88,Cars
2020-09-22,Light Commercial Vehicles,2,102,Logistics
2020-09-22,Heavy Goods Vehicles,2,104,Logistics
2020-09-22,All motor vehicles,2,92,All motor vehicles
2020-09-22,National Rail,"3,4",39,Other public
2020-09-22,TfL Tube,5,35,London public
2020-09-22,TfL Bus,"5,7",59,London public
2020-09-22,Bus excl. London,"6,8,9",60,Other public
2020-09-22,Cycling,"10,11",122,Cycling
2020-09-23,Cars,2,85,Cars
2020-09-23,Light Commercial Vehicles,2,100,Logistics
2020-09-23,Heavy Goods Vehicles,2,105,Logistics
2020-09-23,All motor vehicles,2,89,All motor vehicles
2020-09-23,National Rail,"3,4",38,Other public
2020-09-23,TfL Tube,5,34,London public
2020-09-23,TfL Bus,"5,7",56.99999999999999,London public
2020-09-23,Bus excl. London,"6,8,9",54,Other public
2020-09-23,Cycling,"10,11",81,Cycling
2020-09-24,Cars,2,86,Cars
2020-09-24,Light Commercial Vehicles,2,100,Logistics
2020-09-24,Heavy Goods Vehicles,2,104,Logistics
2020-09-24,All motor vehicles,2,90,All motor vehicles
2020-09-24,National Rail,"3,4",38,Other public
2020-09-24,TfL Tube,5,34,London public
2020-09-24,TfL Bus,"5,7",56.99999999999999,London public
2020-09-24,Bus excl. London,"6,8,9",56.00000000000001,Other public
2020-09-24,Cycling,"10,11",115.99999999999999,Cycling
2020-09-25,Cars,2,91,Cars
2020-09-25,Light Commercial Vehicles,2,102,Logistics
2020-09-25,Heavy Goods Vehicles,2,103,Logistics
2020-09-25,All motor vehicles,2,94,All motor vehicles
2020-09-25,National Rail,"3,4",37,Other public
2020-09-25,TfL Tube,5,36,London public
2020-09-25,TfL Bus,"5,7",57.99999999999999,London public
2020-09-25,Bus excl. London,"6,8,9",56.00000000000001,Other public
2020-09-25,Cycling,"10,11",87,Cycling
2020-09-26,Cars,2,95,Cars
2020-09-26,Light Commercial Vehicles,2,110.00000000000001,Logistics
2020-09-26,Heavy Goods Vehicles,2,115.99999999999999,Logistics
2020-09-26,All motor vehicles,2,98,All motor vehicles
2020-09-26,National Rail,"3,4",37,Other public
2020-09-26,TfL Tube,5,42,London public
2020-09-26,TfL Bus,"5,7",56.99999999999999,London public
2020-09-26,Bus excl. London,"6,8,9",54,Other public
2020-09-26,Cycling,"10,11",123,Cycling
2020-09-27,Cars,2,96,Cars
2020-09-27,Light Commercial Vehicles,2,113.99999999999999,Logistics
2020-09-27,Heavy Goods Vehicles,2,124,Logistics
2020-09-27,All motor vehicles,2,100,All motor vehicles
2020-09-27,National Rail,"3,4",36,Other public
2020-09-27,TfL Tube,5,41,London public
2020-09-27,TfL Bus,"5,7",56.99999999999999,London public
2020-09-27,Bus excl. London,"6,8,9",57.99999999999999,Other public
2020-09-27,Cycling,"10,11",137,Cycling
2020-09-28,Cars,2,89,Cars
2020-09-28,Light Commercial Vehicles,2,104,Logistics
2020-09-28,Heavy Goods Vehicles,2,107,Logistics
2020-09-28,All motor vehicles,2,93,All motor vehicles
2020-09-28,National Rail,"3,4",35,Other public
2020-09-28,TfL Tube,5,34,London public
2020-09-28,TfL Bus,"5,7",56.99999999999999,London public
2020-09-28,Bus excl. London,"6,8,9",56.99999999999999,Other public
2020-09-28,Cycling,"10,11",112.99999999999999,Cycling
2020-09-29,Cars,2,87,Cars
2020-09-29,Light Commercial Vehicles,2,101,Logistics
2020-09-29,Heavy Goods Vehicles,2,105,Logistics
2020-09-29,All motor vehicles,2,91,All motor vehicles
2020-09-29,National Rail,"3,4",34,Other public
2020-09-29,TfL Tube,5,34,London public
2020-09-29,TfL Bus,"5,7",57.99999999999999,London public
2020-09-29,Bus excl. London,"6,8,9",61,Other public
2020-09-29,Cycling,"10,11",103,Cycling
2020-09-30,Cars,2,84,Cars
2020-09-30,Light Commercial Vehicles,2,100,Logistics
2020-09-30,Heavy Goods Vehicles,2,105,Logistics
2020-09-30,All motor vehicles,2,88,All motor vehicles
2020-09-30,National Rail,"3,4",33,Other public
2020-09-30,TfL Tube,5,34,London public
2020-09-30,TfL Bus,"5,7",56.99999999999999,London public
2020-09-30,Bus excl. London,"6,8,9",55.00000000000001,Other public
2020-09-30,Cycling,"10,11",86,Cycling
2020-10-01,Cars,2,86,Cars
2020-10-01,Light Commercial Vehicles,2,98,Logistics
2020-10-01,Heavy Goods Vehicles,2,105,Logistics
2020-10-01,All motor vehicles,2,89,All motor vehicles
2020-10-01,National Rail,"3,4",34,Other public
2020-10-01,TfL Tube,5,34,London public
2020-10-01,TfL Bus,"5,7",57.99999999999999,London public
2020-10-01,Bus excl. London,"6,8,9",60,Other public
2020-10-01,Cycling,"10,11",129,Cycling
2020-10-02,Cars,2,87,Cars
2020-10-02,Light Commercial Vehicles,2,99,Logistics
2020-10-02,Heavy Goods Vehicles,2,102,Logistics
2020-10-02,All motor vehicles,2,90,All motor vehicles
2020-10-02,National Rail,"3,4",34,Other public
2020-10-02,TfL Tube,5,34,London public
2020-10-02,TfL Bus,"5,7",55.00000000000001,London public
2020-10-02,Bus excl. London,"6,8,9",55.00000000000001,Other public
2020-10-02,Cycling,"10,11",60,Cycling
2020-10-03,Cars,2,85,Cars
2020-10-03,Light Commercial Vehicles,2,100,Logistics
2020-10-03,Heavy Goods Vehicles,2,111.00000000000001,Logistics
2020-10-03,All motor vehicles,2,87,All motor vehicles
2020-10-03,National Rail,"3,4",33,Other public
2020-10-03,TfL Tube,5,39,London public
2020-10-03,TfL Bus,"5,7",54,London public
2020-10-03,Bus excl. London,"6,8,9",47,Other public
2020-10-03,Cycling,"10,11",60,Cycling
2020-10-04,Cars,2,86,Cars
2020-10-04,Light Commercial Vehicles,2,102,Logistics
2020-10-04,Heavy Goods Vehicles,2,115.99999999999999,Logistics
2020-10-04,All motor vehicles,2,89,All motor vehicles
2020-10-04,National Rail,"3,4",33,Other public
2020-10-04,TfL Tube,5,37,London public
2020-10-04,TfL Bus,"5,7",52,London public
2020-10-04,Bus excl. London,"6,8,9",55.00000000000001,Other public
2020-10-04,Cycling,"10,11",70,Cycling
2020-10-05,Cars,2,86,Cars
2020-10-05,Light Commercial Vehicles,2,103,Logistics
2020-10-05,Heavy Goods Vehicles,2,106,Logistics
2020-10-05,All motor vehicles,2,91,All motor vehicles
2020-10-05,National Rail,"3,4",33,Other public
2020-10-05,TfL Tube,5,33,London public
2020-10-05,TfL Bus,"5,7",59,London public
2020-10-05,Bus excl. London,"6,8,9",59,Other public
2020-10-05,Cycling,"10,11",95,Cycling
2020-10-06,Cars,2,84,Cars
2020-10-06,Light Commercial Vehicles,2,100,Logistics
2020-10-06,Heavy Goods Vehicles,2,105,Logistics
2020-10-06,All motor vehicles,2,88,All motor vehicles
2020-10-06,National Rail,"3,4",34,Other public
2020-10-06,TfL Tube,5,34,London public
2020-10-06,TfL Bus,"5,7",57.99999999999999,London public
2020-10-06,Bus excl. London,"6,8,9",60,Other public
2020-10-06,Cycling,"10,11",84,Cycling
2020-10-07,Cars,2,86,Cars
2020-10-07,Light Commercial Vehicles,2,101,Logistics
2020-10-07,Heavy Goods Vehicles,2,106,Logistics
2020-10-07,All motor vehicles,2,90,All motor vehicles
2020-10-07,National Rail,"3,4",34,Other public
2020-10-07,TfL Tube,5,35,London public
2020-10-07,TfL Bus,"5,7",59,London public
2020-10-07,Bus excl. London,"6,8,9",57.99999999999999,Other public
2020-10-07,Cycling,"10,11",127,Cycling
2020-10-08,Cars,2,84,Cars
2020-10-08,Light Commercial Vehicles,2,98,Logistics
2020-10-08,Heavy Goods Vehicles,2,104,Logistics
2020-10-08,All motor vehicles,2,88,All motor vehicles
2020-10-08,National Rail,"3,4",34,Other public
2020-10-08,TfL Tube,5,34,London public
2020-10-08,TfL Bus,"5,7",56.99999999999999,London public
2020-10-08,Bus excl. London,"6,8,9",56.99999999999999,Other public
2020-10-08,Cycling,"10,11",109.00000000000001,Cycling
2020-10-09,Cars,2,88,Cars
2020-10-09,Light Commercial Vehicles,2,100,Logistics
2020-10-09,Heavy Goods Vehicles,2,104,Logistics
2020-10-09,All motor vehicles,2,91,All motor vehicles
2020-10-09,National Rail,"3,4",33,Other public
2020-10-09,TfL Tube,5,36,London public
2020-10-09,TfL Bus,"5,7",60,London public
2020-10-09,Bus excl. London,"6,8,9",56.99999999999999,Other public
2020-10-09,Cycling,"10,11",95,Cycling
2020-10-10,Cars,2,91,Cars
2020-10-10,Light Commercial Vehicles,2,107,Logistics
2020-10-10,Heavy Goods Vehicles,2,112.99999999999999,Logistics
2020-10-10,All motor vehicles,2,94,All motor vehicles
2020-10-10,National Rail,"3,4",32,Other public
2020-10-10,TfL Tube,5,43,London public
2020-10-10,TfL Bus,"5,7",61,London public
2020-10-10,Bus excl. London,"6,8,9",53,Other public
2020-10-10,Cycling,"10,11",NA,Cycling
2020-10-11,Cars,2,94,Cars
2020-10-11,Light Commercial Vehicles,2,112.99999999999999,Logistics
2020-10-11,Heavy Goods Vehicles,2,122,Logistics
2020-10-11,All motor vehicles,2,98,All motor vehicles
2020-10-11,National Rail,"3,4",33,Other public
2020-10-11,TfL Tube,5,41,London public
2020-10-11,TfL Bus,"5,7",61,London public
2020-10-11,Bus excl. London,"6,8,9",57.99999999999999,Other public
2020-10-11,Cycling,"10,11",NA,Cycling
2020-10-12,Cars,2,85,Cars
2020-10-12,Light Commercial Vehicles,2,102,Logistics
2020-10-12,Heavy Goods Vehicles,2,106,Logistics
2020-10-12,All motor vehicles,2,89,All motor vehicles
2020-10-12,National Rail,"3,4",33,Other public
2020-10-12,TfL Tube,5,33,London public
2020-10-12,TfL Bus,"5,7",59,London public
2020-10-12,Bus excl. London,"6,8,9",56.00000000000001,Other public
2020-10-12,Cycling,"10,11",NA,Cycling
